model,roc_auc_mean,roc_auc_std,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std
random_forest,0.9365369657941297,0.0032680158279385224,0.9690161558077904,0.0008501901301400048,0.37234775151709837,0.0128559916831791,0.45446781572126466,0.017724338263798288,0.40925347374444504,0.013419801768741949
xgboost,0.9287616277098749,0.00595728612998856,0.8645477748887443,0.0017376702657625304,0.12978104985778058,0.0034617333577985445,0.829912745906045,0.019799103526864256,0.22445981101935927,0.005868304679414598
